Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
710722908,Blue,455,1,106,12 February 2023,Week-7,Q1,2023,30883,1694,1267,23,0.055,Swipe,Bills,304.08,0
710723958,Blue,440,0,94,12 February 2023,Week-7,Q1,2023,1438.3,491,5016,86,0.341,Swipe,Bills,1153.68,0
710725383,Blue,250,1,88,12 February 2023,Week-7,Q1,2023,2012,0,3282,66,0,Swipe,Entertainment,689.22,0
710727333,Blue,95,0,95,12 February 2023,Week-7,Q1,2023,1763,0,2813,43,0,Swipe,Fuel,337.56,0
710728458,Blue,425,0,114,12 February 2023,Week-7,Q1,2023,7075,1396,4409,75,0.197,Swipe,Entertainment,925.89,0
710729358,Blue,375,0,87,12 February 2023,Week-7,Q1,2023,6479,0,2539,42,0,Chip,Fuel,406.24,0
710733183,Blue,295,0,105,12 February 2023,Week-7,Q1,2023,1438.3,845,3631,67,0.587,Chip,Entertainment,944.06,0
710734308,Blue,270,1,80,12 February 2023,Week-7,Q1,2023,6481,1569,15937,119,0.242,Chip,Travel,2549.92,0
710736558,Blue,470,1,77,12 February 2023,Week-7,Q1,2023,8096,1474,1794,41,0.182,Swipe,Bills,358.8,0
710738883,Blue,405,1,84,12 February 2023,Week-7,Q1,2023,2187,1094,4222,61,0.5,Swipe,Grocery,1013.28,0
710740008,Blue,360,0,160,12 February 2023,Week-7,Q1,2023,1438.3,641,5140,82,0.446,Swipe,Food,1387.8,0
710741208,Blue,245,1,78,12 February 2023,Week-7,Q1,2023,5269,1475,2094,25,0.28,Swipe,Travel,209.4,0
710742408,Blue,110,0,77,12 February 2023,Week-7,Q1,2023,2160,2057,4518,93,0.952,Swipe,Bills,1039.14,0
710744433,Blue,200,0,89,12 February 2023,Week-7,Q1,2023,2578,2424,4077,78,0.94,Swipe,Bills,407.7,0
710745633,Blue,245,0,83,12 February 2023,Week-7,Q1,2023,19252,751,14074,112,0.039,Swipe,Fuel,2955.54,0
710748483,Blue,465,1,102,12 February 2023,Week-7,Q1,2023,2923,1934,3861,68,0.662,Swipe,Entertainment,926.64,0
710749458,Blue,300,0,93,12 February 2023,Week-7,Q1,2023,5462,1864,1523,35,0.341,Swipe,Entertainment,152.3,0
710751033,Blue,280,0,113,12 February 2023,Week-7,Q1,2023,4829,0,8286,65,0,Chip,Travel,2320.08,0
710752233,Blue,450,1,80,12 February 2023,Week-7,Q1,2023,4430,2203,2742,49,0.497,Swipe,Fuel,356.46,0
710754933,Blue,250,1,64,12 February 2023,Week-7,Q1,2023,1438.3,0,840,20,0,Swipe,Entertainment,218.4,0
710756133,Blue,430,1,94,12 February 2023,Week-7,Q1,2023,1811,821,4290,73,0.453,Swipe,Fuel,471.9,0
710758683,Silver,300,1,88,12 February 2023,Week-7,Q1,2023,15698,2000,12980,82,0.127,Swipe,Entertainment,1817.2,0
710760258,Blue,435,0,80,12 February 2023,Week-7,Q1,2023,1438.3,0,4740,81,0,Swipe,Entertainment,1090.2,0
710761533,Blue,300,0,72,12 February 2023,Week-7,Q1,2023,23665,1624,4190,87,0.069,Chip,Bills,544.7,0
710763783,Blue,320,1,66,12 February 2023,Week-7,Q1,2023,28142,762,3676,47,0.027,Swipe,Bills,551.4,0
710769258,Blue,395,1,92,12 February 2023,Week-7,Q1,2023,4438,1513,3895,75,0.341,Chip,Food,506.35,0
710770383,Blue,190,0,72,12 February 2023,Week-7,Q1,2023,1438.3,582,4915,92,0.405,Chip,Entertainment,1228.75,0
710771433,Gold,290,1,75,12 February 2023,Week-7,Q1,2023,2754,2152,13991,125,0.781,Swipe,Bills,3637.66,0
710773533,Blue,150,1,104,12 February 2023,Week-7,Q1,2023,2435,1595,5268,88,0.655,Swipe,Bills,684.84,0
710775483,Blue,415,1,120,12 February 2023,Week-7,Q1,2023,9060,0,14305,102,0,Swipe,Grocery,2145.75,0
710779083,Blue,175,0,74,12 February 2023,Week-7,Q1,2023,1661,0,4338,77,0,Chip,Bills,780.84,0
710780883,Blue,455,1,129,12 February 2023,Week-7,Q1,2023,2446,1461,4610,78,0.597,Swipe,Food,645.4,0
710782458,Blue,460,1,82,12 February 2023,Week-7,Q1,2023,2469,1695,1615,36,0.687,Swipe,Fuel,306.85,0
710783358,Blue,435,1,157,12 February 2023,Week-7,Q1,2023,2570,1764,4442,85,0.686,Swipe,Bills,488.62,0
710784333,Blue,140,1,112,12 February 2023,Week-7,Q1,2023,23700,1314,1644,28,0.055,Swipe,Bills,460.32,0
710785383,Blue,250,0,107,12 February 2023,Week-7,Q1,2023,2212,0,2394,55,0,Swipe,Food,406.98,0
710787708,Blue,150,1,114,12 February 2023,Week-7,Q1,2023,5366,1271,1748,38,0.237,Swipe,Entertainment,367.08,0
710789058,Blue,150,1,42,12 February 2023,Week-7,Q1,2023,34516,1478,1308,41,0.043,Swipe,Entertainment,143.88,0
710790258,Blue,200,0,108,12 February 2023,Week-7,Q1,2023,28904,1899,1334,35,0.066,Swipe,Travel,293.48,0
710792733,Blue,420,0,158,12 February 2023,Week-7,Q1,2023,2897,638,4491,75,0.22,Swipe,Food,1302.39,0
710793783,Blue,370,0,101,12 February 2023,Week-7,Q1,2023,12059,1978,1836,36,0.164,Swipe,Bills,238.68,0
710794983,Blue,320,1,69,12 February 2023,Week-7,Q1,2023,4745,1157,4705,78,0.244,Swipe,Grocery,1223.3,0
710795883,Blue,150,0,98,12 February 2023,Week-7,Q1,2023,2042,1864,2758,50,0.913,Swipe,Entertainment,220.64,0
710797833,Blue,390,1,75,12 February 2023,Week-7,Q1,2023,2033,841,4360,95,0.414,Swipe,Fuel,1046.4,0
710798883,Blue,125,0,112,12 February 2023,Week-7,Q1,2023,3323,2310,1599,47,0.695,Swipe,Entertainment,239.85,0
710799783,Blue,110,0,92,12 February 2023,Week-7,Q1,2023,15202,1779,3143,60,0.117,Swipe,Grocery,408.59,0
710801133,Blue,395,0,88,12 February 2023,Week-7,Q1,2023,8581,2326,2513,63,0.271,Swipe,Bills,301.56,0
710802258,Blue,125,0,98,12 February 2023,Week-7,Q1,2023,2888,2245,1111,26,0.777,Swipe,Bills,99.99,0
710803008,Blue,220,1,113,12 February 2023,Week-7,Q1,2023,3125,2041,4372,68,0.653,Chip,Grocery,699.52,0
710803983,Blue,345,1,96,12 February 2023,Week-7,Q1,2023,32222,0,14220,95,0,Chip,Bills,2986.2,0
710806083,Silver,125,0,88,12 February 2023,Week-7,Q1,2023,11888,2090,1137,30,0.176,Swipe,Bills,181.92,0
710808108,Blue,125,1,88,12 February 2023,Week-7,Q1,2023,4274,2517,2257,54,0.589,Online,Travel,406.26,0
710809083,Blue,345,1,82,12 February 2023,Week-7,Q1,2023,1438.3,787,4587,58,0.547,Swipe,Grocery,275.22,0
710809833,Silver,450,1,56,12 February 2023,Week-7,Q1,2023,34516,0,3193,53,0,Swipe,Bills,638.6,0
710810883,Blue,300,1,159,12 February 2023,Week-7,Q1,2023,34516,1260,14576,95,0.037,Chip,Food,3935.52,0
710812533,Silver,280,1,103,12 February 2023,Week-7,Q1,2023,34516,154,1987,46,0.004,Chip,Travel,139.09,0
710813733,Gold,340,0,77,12 February 2023,Week-7,Q1,2023,33791,0,1546,41,0,Swipe,Bills,293.74,0
710814633,Blue,380,0,112,12 February 2023,Week-7,Q1,2023,20734,2517,8888,103,0.121,Swipe,Grocery,799.92,0
710815608,Blue,455,1,119,12 February 2023,Week-7,Q1,2023,2049,1530,4521,70,0.747,Swipe,Bills,497.31,0
710816358,Blue,450,1,90,12 February 2023,Week-7,Q1,2023,2963,1466,2523,48,0.495,Swipe,Entertainment,605.52,0
710819733,Blue,125,1,99,12 February 2023,Week-7,Q1,2023,12211,0,903,29,0,Swipe,Entertainment,108.36,0
710820783,Blue,245,1,75,12 February 2023,Week-7,Q1,2023,5989,0,4246,78,0,Chip,Bills,509.52,0
710821833,Blue,335,1,82,12 February 2023,Week-7,Q1,2023,9095,1587,1314,26,0.174,Online,Bills,249.66,0
710822808,Blue,275,1,96,12 February 2023,Week-7,Q1,2023,34516,1228,7854,89,0.036,Swipe,Entertainment,1021.02,0
710825658,Blue,390,0,94,12 February 2023,Week-7,Q1,2023,2584,1614,4045,78,0.625,Online,Fuel,930.35,0
710829108,Blue,480,1,91,12 February 2023,Week-7,Q1,2023,3356,985,999,28,0.294,Swipe,Travel,69.93,0
710831133,Blue,250,1,115,12 February 2023,Week-7,Q1,2023,18085,1487,1582,47,0.082,Swipe,Entertainment,126.56,0
710832108,Blue,225,1,89,12 February 2023,Week-7,Q1,2023,9017,2359,4552,81,0.262,Swipe,Food,1092.48,0
710833908,Blue,100,0,81,12 February 2023,Week-7,Q1,2023,25601,1384,12896,100,0.054,Swipe,Fuel,2966.08,0
710838108,Blue,200,0,113,12 February 2023,Week-7,Q1,2023,3081,2517,4317,72,0.817,Swipe,Bills,1208.76,0
710839308,Blue,220,0,118,12 February 2023,Week-7,Q1,2023,5015,1671,3161,77,0.333,Swipe,Entertainment,568.98,0
710840433,Blue,110,0,67,12 February 2023,Week-7,Q1,2023,7452,1656,3339,51,0.222,Swipe,Bills,300.51,0
710841183,Gold,455,1,74,12 February 2023,Week-7,Q1,2023,13940,2109,15577,114,0.151,Chip,Travel,3738.48,0
710842308,Blue,440,1,115,12 February 2023,Week-7,Q1,2023,2264,928,4150,83,0.41,Chip,Fuel,249,0
710844408,Blue,100,0,85,12 February 2023,Week-7,Q1,2023,2584,0,1843,28,0,Swipe,Fuel,460.75,0
710845308,Blue,225,1,87,12 February 2023,Week-7,Q1,2023,32949,1190,14892,113,0.036,Chip,Fuel,3425.16,0
710849208,Silver,495,1,66,12 February 2023,Week-7,Q1,2023,34516,1652,14738,113,0.048,Chip,Travel,1473.8,0
710850633,Blue,345,0,86,12 February 2023,Week-7,Q1,2023,2507,1613,3325,67,0.643,Swipe,Bills,631.75,0
710853033,Blue,395,0,89,12 February 2023,Week-7,Q1,2023,4943,1204,4024,82,0.244,Swipe,Bills,965.76,0
710854008,Blue,270,1,112,12 February 2023,Week-7,Q1,2023,6541,1119,3902,63,0.171,Swipe,Fuel,273.14,0
710855508,Blue,290,1,84,19 February 2023,Week-8,Q1,2023,2740,1786,4327,70,0.652,Swipe,Fuel,865.4,0
710856558,Blue,490,0,105,19 February 2023,Week-8,Q1,2023,3336,1889,13989,105,0.566,Chip,Food,1259.01,0
710858658,Silver,250,1,88,19 February 2023,Week-8,Q1,2023,10610,0,15050,108,0,Chip,Travel,3913,0
710862258,Blue,385,0,107,19 February 2023,Week-8,Q1,2023,1755,0,4786,73,0,Swipe,Entertainment,287.16,0
710863308,Blue,340,1,71,19 February 2023,Week-8,Q1,2023,2916,1074,4020,84,0.368,Swipe,Grocery,763.8,0
710864358,Blue,125,1,91,19 February 2023,Week-8,Q1,2023,6501,0,5074,81,0,Chip,Entertainment,1420.72,0
710865633,Silver,200,0,68,19 February 2023,Week-8,Q1,2023,12301,2250,1307,29,0.183,Swipe,Travel,261.4,0
710866758,Blue,370,0,75,19 February 2023,Week-8,Q1,2023,1640,888,4074,73,0.541,Swipe,Travel,855.54,0
710869008,Blue,125,0,76,19 February 2023,Week-8,Q1,2023,8332,0,5108,78,0,Chip,Fuel,561.88,0
710871108,Silver,330,0,107,19 February 2023,Week-8,Q1,2023,31756,1459,4759,70,0.046,Swipe,Entertainment,1142.16,0
710872233,Blue,470,1,81,19 February 2023,Week-8,Q1,2023,4610,0,2280,49,0,Swipe,Bills,547.2,0
710873583,Blue,360,1,80,19 February 2023,Week-8,Q1,2023,20724,2221,14215,109,0.107,Chip,Grocery,3980.2,0
710874933,Blue,110,1,85,19 February 2023,Week-8,Q1,2023,10239,2224,2149,40,0.217,Swipe,Entertainment,623.21,0
710877108,Blue,125,0,69,19 February 2023,Week-8,Q1,2023,2724,1288,4171,75,0.473,Swipe,Entertainment,1167.88,0
710878308,Blue,350,1,103,19 February 2023,Week-8,Q1,2023,3699,913,7297,71,0.247,Swipe,Entertainment,1532.37,0
710879283,Blue,125,1,157,19 February 2023,Week-8,Q1,2023,1438.3,0,4312,81,0,Swipe,Grocery,733.04,0
710881008,Blue,175,0,87,19 February 2023,Week-8,Q1,2023,6380,1238,4119,66,0.194,Swipe,Grocery,906.18,0
710883483,Blue,325,0,80,19 February 2023,Week-8,Q1,2023,4189,2066,4661,85,0.493,Swipe,Entertainment,512.71,0
710884683,Silver,325,1,152,19 February 2023,Week-8,Q1,2023,34516,807,3937,80,0.023,Swipe,Fuel,708.66,0
710888883,Blue,280,0,98,19 February 2023,Week-8,Q1,2023,1438.3,636,4824,83,0.442,Online,Food,916.56,0
710892408,Blue,280,0,90,19 February 2023,Week-8,Q1,2023,3101,1257,1681,32,0.405,Swipe,Bills,100.86,0
710893533,Blue,350,1,77,19 February 2023,Week-8,Q1,2023,8329,877,1570,56,0.105,Swipe,Bills,408.2,0
710895708,Blue,375,1,80,19 February 2023,Week-8,Q1,2023,3876,0,7712,73,0,Chip,Entertainment,462.72,0
710897133,Blue,100,1,105,19 February 2023,Week-8,Q1,2023,2267,1357,4464,85,0.599,Swipe,Bills,1071.36,0
710899833,Blue,300,0,46,19 February 2023,Week-8,Q1,2023,7758,1408,569,23,0.181,Swipe,Entertainment,91.04,0
710903358,Blue,380,1,110,19 February 2023,Week-8,Q1,2023,6352,1386,3709,77,0.218,Chip,Entertainment,667.62,0
710904708,Blue,430,1,160,19 February 2023,Week-8,Q1,2023,5319,921,15048,110,0.173,Chip,Bills,2558.16,0
710905908,Blue,150,1,94,19 February 2023,Week-8,Q1,2023,4983,1355,1939,30,0.272,Chip,Grocery,290.85,0
710912733,Blue,290,0,94,19 February 2023,Week-8,Q1,2023,1953,1762,4590,91,0.902,Chip,Fuel,550.8,0
710914158,Blue,200,1,106,19 February 2023,Week-8,Q1,2023,3349,2517,4405,55,0.752,Swipe,Food,484.55,0
710915358,Blue,340,1,105,19 February 2023,Week-8,Q1,2023,14963,1616,3242,58,0.108,Swipe,Grocery,421.46,0
710916408,Blue,150,1,111,19 February 2023,Week-8,Q1,2023,8466,1886,1342,32,0.223,Swipe,Bills,147.62,0
710923533,Gold,450,1,133,19 February 2023,Week-8,Q1,2023,34516,0,15611,127,0,Online,Travel,1561.1,0
710924658,Blue,415,0,121,19 February 2023,Week-8,Q1,2023,2540,1093,9339,99,0.43,Swipe,Bills,1307.46,0
710926383,Blue,175,1,100,19 February 2023,Week-8,Q1,2023,1553,1177,4549,68,0.758,Chip,Grocery,591.37,0
710927733,Blue,200,0,89,19 February 2023,Week-8,Q1,2023,2899,1999,1687,35,0.69,Swipe,Entertainment,219.31,0
710929233,Blue,295,1,68,19 February 2023,Week-8,Q1,2023,2800,1559,4253,83,0.557,Chip,Entertainment,637.95,0
710930508,Blue,285,0,44,19 February 2023,Week-8,Q1,2023,22352,2517,1350,24,0.113,Swipe,Bills,391.5,0
710932683,Blue,110,0,97,19 February 2023,Week-8,Q1,2023,6394,0,3470,69,0,Chip,Entertainment,242.9,0
710934033,Blue,285,1,47,19 February 2023,Week-8,Q1,2023,1775,1162,2169,43,0.655,Swipe,Entertainment,347.04,0
710937783,Blue,195,0,77,19 February 2023,Week-8,Q1,2023,2772,2414,5313,68,0.871,Swipe,Entertainment,1328.25,0
710939283,Gold,150,1,114,19 February 2023,Week-8,Q1,2023,4209,1300,16078,105,0.309,Chip,Travel,1125.46,0
710940183,Blue,245,1,103,19 February 2023,Week-8,Q1,2023,2185,0,715,20,0,Swipe,Bills,178.75,0
710942358,Blue,365,1,115,19 February 2023,Week-8,Q1,2023,5762,1890,3814,88,0.328,Swipe,Grocery,228.84,0
710944608,Blue,300,1,122,19 February 2023,Week-8,Q1,2023,8434,2222,1414,27,0.263,Swipe,Bills,127.26,0
710947683,Blue,200,1,44,19 February 2023,Week-8,Q1,2023,4920,1142,1420,31,0.232,Swipe,Bills,213,0
710951808,Blue,335,0,112,19 February 2023,Week-8,Q1,2023,6100,1520,1668,32,0.249,Swipe,Bills,166.8,0
710952933,Blue,355,0,119,19 February 2023,Week-8,Q1,2023,2077,1254,4226,75,0.604,Chip,Food,633.9,0
710955633,Blue,125,0,82,19 February 2023,Week-8,Q1,2023,9256,1999,1446,37,0.216,Swipe,Bills,390.42,0
710958033,Blue,200,1,77,19 February 2023,Week-8,Q1,2023,1993,0,4075,76,0,Swipe,Entertainment,611.25,0
710958933,Blue,245,1,62,19 February 2023,Week-8,Q1,2023,6080,787,4866,56,0.129,Swipe,Food,681.24,0
710962308,Blue,175,1,71,19 February 2023,Week-8,Q1,2023,4396,834,4826,88,0.19,Swipe,Bills,1399.54,0
710966433,Blue,295,1,73,19 February 2023,Week-8,Q1,2023,2615,1404,3785,67,0.537,Swipe,Bills,984.1,0
710968008,Blue,340,1,89,19 February 2023,Week-8,Q1,2023,3423,647,14308,124,0.189,Swipe,Bills,1573.88,0
710969433,Blue,200,1,79,19 February 2023,Week-8,Q1,2023,2909,1201,4230,68,0.413,Swipe,Bills,1099.8,1
710971908,Blue,150,0,119,19 February 2023,Week-8,Q1,2023,3764,1780,4898,80,0.473,Online,Bills,1028.58,1
710974308,Blue,280,1,73,19 February 2023,Week-8,Q1,2023,26792,1671,3587,66,0.062,Chip,Food,681.53,1
710975883,Blue,320,1,107,19 February 2023,Week-8,Q1,2023,2185,1761,1645,30,0.806,Swipe,Bills,230.3,1
710978058,Blue,370,0,101,19 February 2023,Week-8,Q1,2023,7507,1697,4651,71,0.226,Swipe,Grocery,790.67,1
710979033,Blue,110,0,88,19 February 2023,Week-8,Q1,2023,6607,2517,3046,73,0.381,Online,Entertainment,274.14,1
710980383,Silver,345,0,89,19 February 2023,Week-8,Q1,2023,34516,0,6361,74,0,Chip,Grocery,1526.64,0
710981583,Blue,100,0,106,19 February 2023,Week-8,Q1,2023,3891,1015,5131,86,0.261,Swipe,Bills,307.86,0
710982858,Blue,250,1,93,19 February 2023,Week-8,Q1,2023,8232,2259,2849,67,0.274,Swipe,Bills,683.76,0
710984133,Blue,450,0,88,19 February 2023,Week-8,Q1,2023,27876,557,4654,88,0.02,Chip,Entertainment,465.4,0
710986758,Blue,95,0,89,19 February 2023,Week-8,Q1,2023,11550,1505,3891,76,0.13,Chip,Entertainment,894.93,0
710989008,Blue,125,1,85,19 February 2023,Week-8,Q1,2023,13100,1436,3201,78,0.11,Swipe,Entertainment,192.06,0
710990283,Blue,390,1,71,19 February 2023,Week-8,Q1,2023,3906,1851,1839,33,0.474,Swipe,Entertainment,220.68,0
710997183,Silver,280,0,71,19 February 2023,Week-8,Q1,2023,34516,1092,1409,39,0.032,Swipe,Entertainment,169.08,0
711000933,Blue,200,1,97,19 February 2023,Week-8,Q1,2023,4846,2490,3724,61,0.514,Swipe,Entertainment,819.28,0
711002058,Blue,200,1,117,19 February 2023,Week-8,Q1,2023,5306,2410,7437,94,0.454,Online,Fuel,1338.66,0
711003483,Blue,455,0,146,19 February 2023,Week-8,Q1,2023,20466,1138,15121,97,0.056,Swipe,Food,4233.88,0
711004533,Blue,190,1,91,19 February 2023,Week-8,Q1,2023,2240,1664,4399,80,0.743,Swipe,Food,923.79,0
711005583,Blue,430,1,152,19 February 2023,Week-8,Q1,2023,3437,1064,5110,76,0.31,Swipe,Food,970.9,0
711006783,Blue,335,0,43,19 February 2023,Week-8,Q1,2023,2484,2149,1200,28,0.865,Swipe,Fuel,276,0
711008508,Blue,395,0,89,19 February 2023,Week-8,Q1,2023,11808,0,13751,113,0,Swipe,Fuel,1375.1,0
711009708,Blue,200,1,120,19 February 2023,Week-8,Q1,2023,21617,0,1351,22,0,Swipe,Bills,391.79,0
711010683,Platinum,125,0,82,19 February 2023,Week-8,Q1,2023,14382,1950,12941,131,0.136,Swipe,Bills,3364.66,0
711011508,Blue,200,0,92,19 February 2023,Week-8,Q1,2023,1620,771,4387,91,0.476,Swipe,Travel,921.27,0
711012783,Blue,200,1,103,19 February 2023,Week-8,Q1,2023,33384,0,2066,46,0,Online,Grocery,268.58,0
711013983,Blue,125,1,92,19 February 2023,Week-8,Q1,2023,2158,0,615,12,0,Swipe,Travel,92.25,0
711017433,Blue,415,0,140,19 February 2023,Week-8,Q1,2023,1438.3,0,4416,68,0,Chip,Bills,485.76,0
711019308,Blue,200,1,88,19 February 2023,Week-8,Q1,2023,6385,1535,1612,47,0.24,Swipe,Travel,241.8,0
711020358,Blue,320,1,79,19 February 2023,Week-8,Q1,2023,2498,1650,4434,79,0.661,Swipe,Entertainment,753.78,0
711023508,Blue,475,0,81,19 February 2023,Week-8,Q1,2023,3161,1389,1547,30,0.439,Swipe,Entertainment,170.17,0
711027183,Blue,320,1,116,19 February 2023,Week-8,Q1,2023,6943,600,4946,80,0.086,Chip,Grocery,1137.58,0
711028308,Blue,245,0,115,19 February 2023,Week-8,Q1,2023,1717,0,1468,29,0,Swipe,Bills,205.52,0
711029358,Blue,420,1,63,19 February 2023,Week-8,Q1,2023,2470,1566,5011,61,0.634,Swipe,Entertainment,952.09,0
711032058,Silver,335,1,115,19 February 2023,Week-8,Q1,2023,34516,2517,2901,75,0.073,Swipe,Entertainment,174.06,0
711033408,Blue,100,1,81,19 February 2023,Week-8,Q1,2023,9355,1626,1230,28,0.174,Swipe,Travel,123,0
711039633,Blue,200,1,114,19 February 2023,Week-8,Q1,2023,1594,0,4653,65,0,Swipe,Food,1116.72,0
711040758,Blue,485,0,93,19 February 2023,Week-8,Q1,2023,7200,0,3006,83,0,Swipe,Grocery,360.72,0
711041508,Blue,295,1,64,19 February 2023,Week-8,Q1,2023,5865,2517,2623,47,0.429,Swipe,Bills,681.98,0
711043983,Blue,125,0,67,19 February 2023,Week-8,Q1,2023,34516,1259,3275,67,0.036,Swipe,Entertainment,425.75,0
711046383,Silver,200,0,71,19 February 2023,Week-8,Q1,2023,34516,1316,3542,60,0.038,Online,Bills,460.46,0
711047658,Blue,150,1,94,19 February 2023,Week-8,Q1,2023,1781,1315,4775,83,0.738,Online,Bills,525.25,0
711048783,Blue,365,1,83,19 February 2023,Week-8,Q1,2023,33405,0,1345,34,0,Swipe,Travel,174.85,0
711050058,Blue,200,0,52,19 February 2023,Week-8,Q1,2023,6732,0,1644,45,0,Swipe,Bills,263.04,0
711052308,Blue,375,0,101,19 February 2023,Week-8,Q1,2023,2751,2432,4453,75,0.884,Chip,Food,623.42,0
711061908,Blue,195,0,105,19 February 2023,Week-8,Q1,2023,1449,749,4039,50,0.517,Chip,Bills,1009.75,0
711062958,Blue,385,0,85,19 February 2023,Week-8,Q1,2023,4121,2084,3462,49,0.506,Online,Grocery,311.58,0
711064008,Blue,275,1,107,19 February 2023,Week-8,Q1,2023,9505,2390,3616,68,0.251,Swipe,Food,578.56,0
711065133,Blue,200,0,112,19 February 2023,Week-8,Q1,2023,1473,0,2099,39,0,Swipe,Travel,398.81,0
711067383,Blue,270,0,58,19 February 2023,Week-8,Q1,2023,10001,0,4167,74,0,Chip,Entertainment,958.41,0
711069483,Blue,460,0,80,19 February 2023,Week-8,Q1,2023,1538,0,4884,79,0,Swipe,Entertainment,1025.64,0
711070683,Blue,150,0,79,19 February 2023,Week-8,Q1,2023,6725,493,13891,106,0.073,Online,Travel,2639.29,0
711076533,Blue,280,1,88,19 February 2023,Week-8,Q1,2023,9706,1968,3435,58,0.203,Swipe,Entertainment,824.4,0
711079308,Blue,100,1,77,19 February 2023,Week-8,Q1,2023,15186,0,1884,33,0,Swipe,Grocery,339.12,0
711080358,Blue,450,1,146,19 February 2023,Week-8,Q1,2023,19849,2205,3657,66,0.111,Swipe,Entertainment,329.13,0
711082908,Blue,300,0,98,19 February 2023,Week-8,Q1,2023,19719,1303,8385,97,0.066,Swipe,Grocery,1760.85,0
711084183,Blue,470,0,104,19 February 2023,Week-8,Q1,2023,5168,2265,8211,80,0.438,Online,Bills,1724.31,0
711089733,Blue,125,0,70,19 February 2023,Week-8,Q1,2023,1491,0,1058,34,0,Swipe,Bills,179.86,0
711092658,Blue,490,1,105,19 February 2023,Week-8,Q1,2023,4376,855,2862,52,0.195,Online,Fuel,543.78,0
711093408,Blue,365,1,118,19 February 2023,Week-8,Q1,2023,2644,1517,4815,83,0.574,Swipe,Fuel,818.55,0
711096633,Silver,150,1,112,19 February 2023,Week-8,Q1,2023,12203,0,8600,94,0,Chip,Fuel,946,0
711099408,Blue,200,0,104,19 February 2023,Week-8,Q1,2023,2684,1658,4657,76,0.618,Swipe,Bills,279.42,0
711100608,Blue,100,1,81,19 February 2023,Week-8,Q1,2023,1723,0,2574,43,0,Chip,Bills,205.92,0
711102858,Blue,300,0,109,19 February 2023,Week-8,Q1,2023,3137,860,1618,34,0.274,Swipe,Bills,275.06,0
711108408,Blue,125,1,134,19 February 2023,Week-8,Q1,2023,17540,1337,14244,96,0.076,Swipe,Food,2991.24,0
711109908,Blue,100,0,98,19 February 2023,Week-8,Q1,2023,9684,2475,1400,31,0.256,Swipe,Travel,168,0
711110733,Silver,150,0,85,19 February 2023,Week-8,Q1,2023,16928,1519,3355,66,0.09,Chip,Travel,771.65,0
711111633,Silver,460,0,112,19 February 2023,Week-8,Q1,2023,21681,0,3844,75,0,Online,Entertainment,499.72,0
711112683,Blue,320,0,99,19 February 2023,Week-8,Q1,2023,3967,1568,1657,29,0.395,Swipe,Travel,165.7,0
711113958,Blue,300,0,87,19 February 2023,Week-8,Q1,2023,1438.3,674,1717,31,0.469,Swipe,Bills,429.25,0
711116133,Blue,365,1,120,19 February 2023,Week-8,Q1,2023,1838,0,2461,47,0,Chip,Grocery,369.15,0
711117108,Silver,430,1,45,19 February 2023,Week-8,Q1,2023,32611,1718,3916,61,0.053,Swipe,Food,1057.32,0
711118083,Blue,200,0,99,19 February 2023,Week-8,Q1,2023,2506,1784,4504,80,0.712,Swipe,Bills,1216.08,0
711119358,Blue,465,0,90,19 February 2023,Week-8,Q1,2023,2014,896,2460,52,0.445,Swipe,Entertainment,492,0
711120333,Blue,250,1,84,19 February 2023,Week-8,Q1,2023,7411,1341,4278,80,0.181,Chip,Grocery,556.14,0
711122958,Blue,500,1,89,19 February 2023,Week-8,Q1,2023,1764,0,2105,57,0,Swipe,Entertainment,126.3,0
711125358,Blue,295,0,103,19 February 2023,Week-8,Q1,2023,1765,1694,4803,72,0.96,Swipe,Bills,528.33,0
711126483,Blue,175,0,82,19 February 2023,Week-8,Q1,2023,1438.3,599,5136,76,0.416,Chip,Bills,1335.36,0
711128433,Blue,245,0,99,19 February 2023,Week-8,Q1,2023,10949,829,7685,91,0.076,Swipe,Entertainment,1306.45,0
711129483,Blue,465,1,101,19 February 2023,Week-8,Q1,2023,14593,1504,3447,72,0.103,Swipe,Grocery,379.17,0
711131958,Blue,190,1,139,19 February 2023,Week-8,Q1,2023,3743,881,4621,71,0.235,Chip,Grocery,1247.67,0
711136008,Blue,100,1,156,19 February 2023,Week-8,Q1,2023,31560,1298,7641,93,0.041,Swipe,Entertainment,687.69,0
711142308,Blue,125,1,100,19 February 2023,Week-8,Q1,2023,3091,0,2572,65,0,Swipe,Entertainment,514.4,0
711144183,Blue,285,0,65,19 February 2023,Week-8,Q1,2023,2815,1848,2618,29,0.656,Chip,Fuel,183.26,0
711145008,Blue,385,1,119,19 February 2023,Week-8,Q1,2023,5015,2053,1325,29,0.409,Swipe,Bills,304.75,0
711146358,Blue,390,1,89,19 February 2023,Week-8,Q1,2023,3358,1758,1759,33,0.524,Swipe,Entertainment,457.34,0
711147483,Blue,280,1,47,19 February 2023,Week-8,Q1,2023,8551,1067,1097,32,0.125,Swipe,Bills,252.31,0
